,index,track,rank,date
4146,2778,That's The Kind Of Mood I'm In,73.0,2000-11-11
4147,3095,That's The Kind Of Mood I'm In,71.0,2000-11-18
4148,3412,That's The Kind Of Mood I'm In,71.0,2000-11-25
4149,3729,That's The Kind Of Mood I'm In,72.0,2000-12-02
4150,4046,That's The Kind Of Mood I'm In,85.0,2000-12-09
4151,4363,That's The Kind Of Mood I'm In,91.0,2000-12-16
4152,101,That's The Way,78.0,2000-06-24
4153,418,That's The Way,67.0,2000-07-01
4154,735,That's The Way,63.0,2000-07-08
4155,1052,That's The Way,54.0,2000-07-15
4156,1369,That's The Way,50.0,2000-07-22
4157,1686,That's The Way,44.0,2000-07-29
4158,2003,That's The Way,38.0,2000-08-05
4159,2320,That's The Way,30.0,2000-08-12
4160,2637,That's The Way,27.0,2000-08-19
4161,2954,That's The Way,25.0,2000-08-26
4162,3271,That's The Way,31.0,2000-09-02
4163,3588,That's The Way,28.0,2000-09-09
4164,3905,That's The Way,30.0,2000-09-16
4165,4222,That's The Way,28.0,2000-09-23
4166,4539,That's The Way,32.0,2000-09-30
4167,4856,That's The Way,35.0,2000-10-07
4168,5173,That's The Way,48.0,2000-10-14
4169,5490,That's The Way,46.0,2000-10-21
4170,5807,That's The Way,51.0,2000-10-28
4171,6124,That's The Way,59.0,2000-11-04
4172,41,That's The Way It Is,74.0,1999-11-13
4173,358,That's The Way It Is,68.0,1999-11-20
4174,675,That's The Way It Is,65.0,1999-11-27
4175,992,That's The Way It Is,49.0,1999-12-04
4176,1309,That's The Way It Is,44.0,1999-12-11
4177,1626,That's The Way It Is,34.0,1999-12-18
4178,1943,That's The Way It Is,30.0,1999-12-25
4179,2260,That's The Way It Is,30.0,2000-01-01
4180,2577,That's The Way It Is,17.0,2000-01-08
4181,2894,That's The Way It Is,14.0,2000-01-15
4182,3211,That's The Way It Is,11.0,2000-01-22
4183,3528,That's The Way It Is,8.0,2000-01-29
4184,3845,That's The Way It Is,9.0,2000-02-05
4185,4162,That's The Way It Is,10.0,2000-02-12
4186,4479,That's The Way It Is,11.0,2000-02-19
4187,4796,That's The Way It Is,11.0,2000-02-26
4188,5113,That's The Way It Is,6.0,2000-03-04
4189,5430,That's The Way It Is,8.0,2000-03-11
4190,5747,That's The Way It Is,7.0,2000-03-18
4191,6064,That's The Way It Is,7.0,2000-03-25
4192,6381,That's The Way It Is,9.0,2000-04-01
4193,6698,That's The Way It Is,10.0,2000-04-08
4194,7015,That's The Way It Is,14.0,2000-04-15
4195,7332,That's The Way It Is,16.0,2000-04-22
4196,7649,That's The Way It Is,26.0,2000-04-29
4197,7966,That's The Way It Is,31.0,2000-05-06
4198,8283,That's The Way It Is,35.0,2000-05-13
4199,8600,That's The Way It Is,42.0,2000-05-20
4200,197,That's What I'm Looking For,93.0,2000-02-26
4201,514,That's What I'm Looking For,73.0,2000-03-04
4202,831,That's What I'm Looking For,60.0,2000-03-11
4203,1148,That's What I'm Looking For,60.0,2000-03-18
4204,1465,That's What I'm Looking For,60.0,2000-03-25
4205,1782,That's What I'm Looking For,60.0,2000-04-01
4206,2099,That's What I'm Looking For,63.0,2000-04-08
4207,2416,That's What I'm Looking For,56.0,2000-04-15
4208,2733,That's What I'm Looking For,58.0,2000-04-22
4209,3050,That's What I'm Looking For,70.0,2000-04-29
4210,3367,That's What I'm Looking For,71.0,2000-05-06
4211,3684,That's What I'm Looking For,72.0,2000-05-13
4212,4001,That's What I'm Looking For,90.0,2000-05-20
4213,4318,That's What I'm Looking For,94.0,2000-05-27
4214,4635,That's What I'm Looking For,94.0,2000-06-03
4215,4952,That's What I'm Looking For,94.0,2000-06-10
4216,5269,That's What I'm Looking For,94.0,2000-06-17
4217,5586,That's What I'm Looking For,100.0,2000-06-24
4218,185,The Bad Touch,70.0,2000-03-18
4219,502,The Bad Touch,62.0,2000-03-25
4220,819,The Bad Touch,55.0,2000-04-01
4221,1136,The Bad Touch,55.0,2000-04-08
4222,1453,The Bad Touch,52.0,2000-04-15
4223,1770,The Bad Touch,57.0,2000-04-22
4224,2087,The Bad Touch,72.0,2000-04-29
4225,2404,The Bad Touch,80.0,2000-05-06
4226,2721,The Bad Touch,82.0,2000-05-13
4227,3038,The Bad Touch,92.0,2000-05-20
4228,3355,The Bad Touch,96.0,2000-05-27
4229,3672,The Bad Touch,98.0,2000-06-03
4230,123,The Best Day,73.0,2000-01-29
4231,440,The Best Day,64.0,2000-02-05
4232,757,The Best Day,54.0,2000-02-12
4233,1074,The Best Day,45.0,2000-02-19
4234,1391,The Best Day,44.0,2000-02-26
4235,1708,The Best Day,44.0,2000-03-04
4236,2025,The Best Day,44.0,2000-03-11
4237,2342,The Best Day,41.0,2000-03-18
4238,2659,The Best Day,39.0,2000-03-25
4239,2976,The Best Day,34.0,2000-04-01
4240,3293,The Best Day,33.0,2000-04-08
4241,3610,The Best Day,33.0,2000-04-15
4242,3927,The Best Day,31.0,2000-04-22
4243,4244,The Best Day,33.0,2000-04-29
4244,4561,The Best Day,36.0,2000-05-06
4245,4878,The Best Day,39.0,2000-05-13
4246,5195,The Best Day,43.0,2000-05-20
4247,5512,The Best Day,49.0,2000-05-27
4248,5829,The Best Day,53.0,2000-06-03
4249,6146,The Best Day,62.0,2000-06-10
4250,269,The Best Man I Can Be,97.0,2000-01-08
4251,586,The Best Man I Can Be,97.0,2000-01-15
4252,903,The Best Man I Can Be,83.0,2000-01-22
4253,1220,The Best Man I Can Be,94.0,2000-01-29
4254,1537,The Best Man I Can Be,84.0,2000-02-05
4255,1854,The Best Man I Can Be,88.0,2000-02-12
4256,2171,The Best Man I Can Be,85.0,2000-02-19
4257,2488,The Best Man I Can Be,82.0,2000-02-26
4258,2805,The Best Man I Can Be,77.0,2000-03-04
4259,3122,The Best Man I Can Be,77.0,2000-03-11
4260,3439,The Best Man I Can Be,85.0,2000-03-18
4261,3756,The Best Man I Can Be,89.0,2000-03-25
4262,176,The Best Of Me,85.0,2000-04-15
4263,493,The Best Of Me,70.0,2000-04-22
4264,810,The Best Of Me,65.0,2000-04-29
4265,1127,The Best Of Me,62.0,2000-05-06
4266,1444,The Best Of Me,55.0,2000-05-13
4267,1761,The Best Of Me,50.0,2000-05-20
4268,2078,The Best Of Me,50.0,2000-05-27
4269,2395,The Best Of Me,56.0,2000-06-03
4270,2712,The Best Of Me,61.0,2000-06-10
4271,3029,The Best Of Me,61.0,2000-06-17
4272,3346,The Best Of Me,72.0,2000-06-24
4273,3663,The Best Of Me,84.0,2000-07-01
4274,3980,The Best Of Me,81.0,2000-07-08
4275,4297,The Best Of Me,86.0,2000-07-15
4276,4614,The Best Of Me,86.0,2000-07-22
4277,4931,The Best Of Me,94.0,2000-07-29
4278,5248,The Best Of Me,97.0,2000-08-05
4279,155,The Chain Of Love,73.0,2000-04-15
4280,472,The Chain Of Love,65.0,2000-04-22
4281,789,The Chain Of Love,57.0,2000-04-29
4282,1106,The Chain Of Love,57.0,2000-05-06
4283,1423,The Chain Of Love,51.0,2000-05-13
4284,1740,The Chain Of Love,48.0,2000-05-20
4285,2057,The Chain Of Love,44.0,2000-05-27
4286,2374,The Chain Of Love,43.0,2000-06-03
4287,2691,The Chain Of Love,40.0,2000-06-10
4288,3008,The Chain Of Love,45.0,2000-06-17
4289,3325,The Chain Of Love,44.0,2000-06-24
4290,3642,The Chain Of Love,53.0,2000-07-01
4291,3959,The Chain Of Love,57.0,2000-07-08
4292,4276,The Chain Of Love,68.0,2000-07-15
4293,4593,The Chain Of Love,71.0,2000-07-22
4294,4910,The Chain Of Love,81.0,2000-07-29
4295,5227,The Chain Of Love,90.0,2000-08-05
4296,5544,The Chain Of Love,94.0,2000-08-12
4297,5861,The Chain Of Love,94.0,2000-08-19
4298,6178,The Chain Of Love,95.0,2000-08-26
4299,202,The Great Beyond,79.0,1999-12-25
4300,519,The Great Beyond,79.0,2000-01-01
4301,836,The Great Beyond,70.0,2000-01-08
4302,1153,The Great Beyond,62.0,2000-01-15
4303,1470,The Great Beyond,60.0,2000-01-22
4304,1787,The Great Beyond,57.0,2000-01-29
4305,2104,The Great Beyond,61.0,2000-02-05
4306,2421,The Great Beyond,66.0,2000-02-12
4307,2738,The Great Beyond,60.0,2000-02-19
4308,3055,The Great Beyond,59.0,2000-02-26
4309,3372,The Great Beyond,60.0,2000-03-04
4310,3689,The Great Beyond,63.0,2000-03-11
4311,4006,The Great Beyond,79.0,2000-03-18
4312,4323,The Great Beyond,91.0,2000-03-25
4313,287,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),91.0,2000-09-02
4314,604,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),87.0,2000-09-09
4315,921,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),92.0,2000-09-16
4316,167,The Itch,86.0,2000-12-02
4317,484,The Itch,48.0,2000-12-09
4318,801,The Itch,45.0,2000-12-16
4319,1118,The Itch,52.0,2000-12-23
4320,1435,The Itch,57.0,2000-12-30
4321,1752,The Itch,58.0,2001-01-06
4322,2069,The Itch,76.0,2001-01-13
4323,2386,The Itch,95.0,2001-01-20
4324,2703,The Itch,100.0,2001-01-27
4325,164,The Light,75.0,2000-08-05
4326,481,The Light,55.0,2000-08-12
4327,798,The Light,53.0,2000-08-19
4328,1115,The Light,49.0,2000-08-26
4329,1432,The Light,46.0,2000-09-02
4330,1749,The Light,44.0,2000-09-09
4331,2066,The Light,49.0,2000-09-16
4332,2383,The Light,51.0,2000-09-23
4333,2700,The Light,51.0,2000-09-30
4334,3017,The Light,56.0,2000-10-07
4335,3334,The Light,52.0,2000-10-14
4336,3651,The Light,56.0,2000-10-21
4337,3968,The Light,70.0,2000-10-28
4338,4285,The Light,82.0,2000-11-04
4339,4602,The Light,86.0,2000-11-11
4340,4919,The Light,89.0,2000-11-18
4341,5236,The Light,93.0,2000-11-25
4342,5553,The Light,93.0,2000-12-02
4343,5870,The Light,99.0,2000-12-09
4344,136,The Little Girl,81.0,2000-09-09
4345,453,The Little Girl,67.0,2000-09-16
4346,770,The Little Girl,64.0,2000-09-23
4347,1087,The Little Girl,56.0,2000-09-30
4348,1404,The Little Girl,45.0,2000-10-07
4349,1721,The Little Girl,41.0,2000-10-14
4350,2038,The Little Girl,41.0,2000-10-21
4351,2355,The Little Girl,35.0,2000-10-28
4352,2672,The Little Girl,35.0,2000-11-04
4353,2989,The Little Girl,38.0,2000-11-11
4354,3306,The Little Girl,37.0,2000-11-18
4355,3623,The Little Girl,42.0,2000-11-25
4356,3940,The Little Girl,45.0,2000-12-02
4357,4257,The Little Girl,50.0,2000-12-09
4358,4574,The Little Girl,57.0,2000-12-16
4359,4891,The Little Girl,63.0,2000-12-23
4360,5208,The Little Girl,62.0,2000-12-30
4361,5525,The Little Girl,83.0,2001-01-06
4362,5842,The Little Girl,74.0,2001-01-13
4363,6159,The Little Girl,74.0,2001-01-20
4364,92,The Next Episode,78.0,2000-05-27
4365,409,The Next Episode,67.0,2000-06-03
4366,726,The Next Episode,58.0,2000-06-10
4367,1043,The Next Episode,53.0,2000-06-17
4368,1360,The Next Episode,46.0,2000-06-24
4369,1677,The Next Episode,41.0,2000-07-01
4370,1994,The Next Episode,32.0,2000-07-08
4371,2311,The Next Episode,27.0,2000-07-15
4372,2628,The Next Episode,26.0,2000-07-22
4373,2945,The Next Episode,23.0,2000-07-29
4374,3262,The Next Episode,26.0,2000-08-05
4375,3579,The Next Episode,27.0,2000-08-12
4376,3896,The Next Episode,32.0,2000-08-19
4377,4213,The Next Episode,32.0,2000-08-26
4378,4530,The Next Episode,44.0,2000-09-02
4379,4847,The Next Episode,46.0,2000-09-09
4380,5164,The Next Episode,47.0,2000-09-16
4381,5481,The Next Episode,50.0,2000-09-23
4382,5798,The Next Episode,52.0,2000-09-30
4383,6115,The Next Episode,58.0,2000-10-07
4384,121,The One,58.0,2000-05-27
4385,438,The One,50.0,2000-06-03
4386,755,The One,43.0,2000-06-10
4387,1072,The One,37.0,2000-06-17
4388,1389,The One,31.0,2000-06-24
4389,1706,The One,30.0,2000-07-01
4390,2023,The One,39.0,2000-07-08
4391,2340,The One,47.0,2000-07-15
4392,2657,The One,55.0,2000-07-22
4393,2974,The One,61.0,2000-07-29
4394,3291,The One,76.0,2000-08-05
4395,3608,The One,90.0,2000-08-12
4396,3925,The One,93.0,2000-08-19
4397,4242,The One,93.0,2000-08-26
4398,4559,The One,100.0,2000-09-02
4399,296,The Quittin' Kind,98.0,2000-01-01
4400,613,The Quittin' Kind,100.0,2000-01-08
4401,930,The Quittin' Kind,100.0,2000-01-15
4402,1247,The Quittin' Kind,90.0,2000-01-22
4403,1564,The Quittin' Kind,93.0,2000-01-29
4404,1881,The Quittin' Kind,94.0,2000-02-05
4405,31,The Real Slim Shady,70.0,2000-05-06
4406,348,The Real Slim Shady,32.0,2000-05-13
4407,665,The Real Slim Shady,20.0,2000-05-20
4408,982,The Real Slim Shady,16.0,2000-05-27
4409,1299,The Real Slim Shady,11.0,2000-06-03
4410,1616,The Real Slim Shady,7.0,2000-06-10
4411,1933,The Real Slim Shady,6.0,2000-06-17
4412,2250,The Real Slim Shady,4.0,2000-06-24
4413,2567,The Real Slim Shady,5.0,2000-07-01
4414,2884,The Real Slim Shady,4.0,2000-07-08
4415,3201,The Real Slim Shady,8.0,2000-07-15
4416,3518,The Real Slim Shady,9.0,2000-07-22
4417,3835,The Real Slim Shady,16.0,2000-07-29
4418,4152,The Real Slim Shady,30.0,2000-08-05
4419,4469,The Real Slim Shady,49.0,2000-08-12
4420,4786,The Real Slim Shady,68.0,2000-08-19
4421,5103,The Real Slim Shady,83.0,2000-08-26
4422,5420,The Real Slim Shady,88.0,2000-09-02
4423,5737,The Real Slim Shady,98.0,2000-09-09
4424,265,The Rockafeller Skank,94.0,1999-11-13
4425,582,The Rockafeller Skank,94.0,1999-11-20
4426,899,The Rockafeller Skank,94.0,1999-11-27
4427,1216,The Rockafeller Skank,87.0,1999-12-04
4428,1533,The Rockafeller Skank,77.0,1999-12-11
4429,1850,The Rockafeller Skank,77.0,1999-12-18
4430,2167,The Rockafeller Skank,83.0,1999-12-25
4431,2484,The Rockafeller Skank,82.0,2000-01-01
4432,2801,The Rockafeller Skank,82.0,2000-01-08
4433,3118,The Rockafeller Skank,92.0,2000-01-15
4434,3435,The Rockafeller Skank,76.0,2000-01-22
4435,3752,The Rockafeller Skank,95.0,2000-01-29
4436,206,The Way I Am,87.0,2000-08-26
4437,523,The Way I Am,74.0,2000-09-02
4438,840,The Way I Am,59.0,2000-09-09
4439,1157,The Way I Am,65.0,2000-09-16
4440,1474,The Way I Am,59.0,2000-09-23
4441,1791,The Way I Am,58.0,2000-09-30
4442,2108,The Way I Am,59.0,2000-10-07
4443,2425,The Way I Am,62.0,2000-10-14
4444,2742,The Way I Am,89.0,2000-10-21
4445,3059,The Way I Am,86.0,2000-10-28
4446,56,Then The Morning Comes,83.0,1999-10-30
4447,373,Then The Morning Comes,59.0,1999-11-06
4448,690,Then The Morning Comes,56.0,1999-11-13
4449,1007,Then The Morning Comes,46.0,1999-11-20
4450,1324,Then The Morning Comes,27.0,1999-11-27
4451,1641,Then The Morning Comes,23.0,1999-12-04
4452,1958,Then The Morning Comes,19.0,1999-12-11
4453,2275,Then The Morning Comes,16.0,1999-12-18
4454,2592,Then The Morning Comes,14.0,1999-12-25
4455,2909,Then The Morning Comes,14.0,2000-01-01
4456,3226,Then The Morning Comes,16.0,2000-01-08
4457,3543,Then The Morning Comes,15.0,2000-01-15
4458,3860,Then The Morning Comes,12.0,2000-01-22
4459,4177,Then The Morning Comes,11.0,2000-01-29
4460,4494,Then The Morning Comes,13.0,2000-02-05
4461,4811,Then The Morning Comes,17.0,2000-02-12
4462,5128,Then The Morning Comes,20.0,2000-02-19
4463,5445,Then The Morning Comes,23.0,2000-02-26
4464,5762,Then The Morning Comes,24.0,2000-03-04
4465,6079,Then The Morning Comes,25.0,2000-03-11
4466,6396,Then The Morning Comes,27.0,2000-03-18
4467,6713,Then The Morning Comes,31.0,2000-03-25
4468,7030,Then The Morning Comes,33.0,2000-04-01
4469,7347,Then The Morning Comes,35.0,2000-04-08
4470,7664,Then The Morning Comes,41.0,2000-04-15
4471,7981,Then The Morning Comes,48.0,2000-04-22
4472,45,There U Go,25.0,2000-03-04
4473,362,There U Go,15.0,2000-03-11
4474,679,There U Go,12.0,2000-03-18
4475,996,There U Go,11.0,2000-03-25
4476,1313,There U Go,11.0,2000-04-01
4477,1630,There U Go,7.0,2000-04-08
4478,1947,There U Go,7.0,2000-04-15
4479,2264,There U Go,12.0,2000-04-22
4480,2581,There U Go,14.0,2000-04-29
4481,2898,There U Go,15.0,2000-05-06
4482,3215,There U Go,15.0,2000-05-13
4483,3532,There U Go,17.0,2000-05-20
4484,3849,There U Go,19.0,2000-05-27
4485,4166,There U Go,16.0,2000-06-03
4486,4483,There U Go,15.0,2000-06-10
4487,4800,There U Go,14.0,2000-06-17
4488,5117,There U Go,12.0,2000-06-24
4489,5434,There U Go,10.0,2000-07-01
4490,5751,There U Go,10.0,2000-07-08
4491,6068,There U Go,10.0,2000-07-15
4492,6385,There U Go,8.0,2000-07-22
4493,6702,There U Go,9.0,2000-07-29
4494,7019,There U Go,12.0,2000-08-05
4495,7336,There U Go,16.0,2000-08-12
4496,7653,There U Go,20.0,2000-08-19
4497,7970,There U Go,22.0,2000-08-26
4498,8287,There U Go,33.0,2000-09-02
4499,8604,There U Go,39.0,2000-09-09
4500,8921,There U Go,39.0,2000-09-16
4501,9238,There U Go,41.0,2000-09-23
4502,9555,There U Go,46.0,2000-09-30
4503,9872,There U Go,44.0,2000-10-07
4504,210,There You Are,79.0,2000-09-09
4505,527,There You Are,75.0,2000-09-16
4506,844,There You Are,75.0,2000-09-23
4507,1161,There You Are,75.0,2000-09-30
4508,1478,There You Are,73.0,2000-10-07
4509,1795,There You Are,64.0,2000-10-14
4510,2112,There You Are,60.0,2000-10-21
4511,2429,There You Are,60.0,2000-10-28
4512,2746,There You Are,60.0,2000-11-04
4513,3063,There You Are,63.0,2000-11-11
4514,3380,There You Are,63.0,2000-11-18
4515,3697,There You Are,82.0,2000-11-25
4516,4014,There You Are,92.0,2000-12-02
4517,37,This I Promise You,68.0,2000-09-30
4518,354,This I Promise You,31.0,2000-10-07
4519,671,This I Promise You,19.0,2000-10-14
4520,988,This I Promise You,15.0,2000-10-21
4521,1305,This I Promise You,11.0,2000-10-28
4522,1622,This I Promise You,6.0,2000-11-04
4523,1939,This I Promise You,7.0,2000-11-11
4524,2256,This I Promise You,7.0,2000-11-18
4525,2573,This I Promise You,6.0,2000-11-25
4526,2890,This I Promise You,5.0,2000-12-02
4527,3207,This I Promise You,6.0,2000-12-09
4528,3524,This I Promise You,7.0,2000-12-16
4529,3841,This I Promise You,10.0,2000-12-23
4530,4158,This I Promise You,12.0,2000-12-30
4531,4475,This I Promise You,11.0,2001-01-06
4532,4792,This I Promise You,9.0,2001-01-13
4533,5109,This I Promise You,11.0,2001-01-20
4534,5426,This I Promise You,12.0,2001-01-27
4535,5743,This I Promise You,20.0,2001-02-03
4536,6060,This I Promise You,22.0,2001-02-10
4537,6377,This I Promise You,26.0,2001-02-17
4538,6694,This I Promise You,30.0,2001-02-24
4539,7011,This I Promise You,30.0,2001-03-03
4540,7328,This I Promise You,39.0,2001-03-10
4541,7645,This I Promise You,41.0,2001-03-17
4542,7962,This I Promise You,49.0,2001-03-24
4543,80,This Time Around,22.0,2000-04-22
4544,397,This Time Around,22.0,2000-04-29
4545,714,This Time Around,20.0,2000-05-06
4546,1031,This Time Around,45.0,2000-05-13
4547,1348,This Time Around,87.0,2000-05-20
4548,1665,This Time Around,71.0,2000-05-27
4549,1982,This Time Around,95.0,2000-06-03
4550,198,This Woman Needs,82.0,2000-02-05
4551,515,This Woman Needs,70.0,2000-02-12
4552,832,This Woman Needs,70.0,2000-02-19
4553,1149,This Woman Needs,67.0,2000-02-26
4554,1466,This Woman Needs,57.0,2000-03-04
4555,1783,This Woman Needs,57.0,2000-03-11
4556,2100,This Woman Needs,61.0,2000-03-18
4557,2417,This Woman Needs,68.0,2000-03-25
4558,2734,This Woman Needs,82.0,2000-04-01
4559,25,Thong Song,74.0,2000-01-29
4560,342,Thong Song,63.0,2000-02-05
4561,659,Thong Song,35.0,2000-02-12
4562,976,Thong Song,26.0,2000-02-19
4563,1293,Thong Song,26.0,2000-02-26
4564,1610,Thong Song,23.0,2000-03-04
4565,1927,Thong Song,20.0,2000-03-11
4566,2244,Thong Song,16.0,2000-03-18
4567,2561,Thong Song,13.0,2000-03-25
4568,2878,Thong Song,10.0,2000-04-01
4569,3195,Thong Song,6.0,2000-04-08
4570,3512,Thong Song,6.0,2000-04-15
4571,3829,Thong Song,5.0,2000-04-22
4572,4146,Thong Song,4.0,2000-04-29
4573,4463,Thong Song,4.0,2000-05-06
4574,4780,Thong Song,4.0,2000-05-13
4575,5097,Thong Song,3.0,2000-05-20
4576,5414,Thong Song,3.0,2000-05-27
4577,5731,Thong Song,4.0,2000-06-03
4578,6048,Thong Song,3.0,2000-06-10
4579,6365,Thong Song,7.0,2000-06-17
4580,6682,Thong Song,8.0,2000-06-24
4581,6999,Thong Song,13.0,2000-07-01
4582,7316,Thong Song,17.0,2000-07-08
4583,7633,Thong Song,24.0,2000-07-15
4584,7950,Thong Song,31.0,2000-07-22
4585,8267,Thong Song,43.0,2000-07-29
4586,8584,Thong Song,46.0,2000-08-05
4587,316,Toca's Miracle,99.0,2000-10-28
4588,219,Treat Her Like A Lady,77.0,2000-08-05
4589,536,Treat Her Like A Lady,75.0,2000-08-12
4590,853,Treat Her Like A Lady,63.0,2000-08-19
4591,1170,Treat Her Like A Lady,63.0,2000-08-26
4592,1487,Treat Her Like A Lady,69.0,2000-09-02
4593,1804,Treat Her Like A Lady,64.0,2000-09-09
4594,2121,Treat Her Like A Lady,68.0,2000-09-16
4595,2438,Treat Her Like A Lady,67.0,2000-09-23
4596,2755,Treat Her Like A Lady,72.0,2000-09-30
4597,3072,Treat Her Like A Lady,79.0,2000-10-07
4598,3389,Treat Her Like A Lady,78.0,2000-10-14
4599,3706,Treat Her Like A Lady,84.0,2000-10-21
4600,4023,Treat Her Like A Lady,85.0,2000-10-28
4601,4340,Treat Her Like A Lady,90.0,2000-11-04
4602,4657,Treat Her Like A Lady,89.0,2000-11-11
4603,4974,Treat Her Like A Lady,99.0,2000-11-18
4604,5291,Treat Her Like A Lady,100.0,2000-11-25
4605,255,Tricky Tricky ,75.0,2000-01-29
4606,572,Tricky Tricky ,74.0,2000-02-05
4607,889,Tricky Tricky ,87.0,2000-02-12
4608,14,Try Again,59.0,2000-03-18
4609,331,Try Again,53.0,2000-03-25
4610,648,Try Again,38.0,2000-04-01
4611,965,Try Again,28.0,2000-04-08
4612,1282,Try Again,21.0,2000-04-15
4613,1599,Try Again,18.0,2000-04-22
4614,1916,Try Again,16.0,2000-04-29
4615,2233,Try Again,14.0,2000-05-06
4616,2550,Try Again,12.0,2000-05-13
4617,2867,Try Again,10.0,2000-05-20
4618,3184,Try Again,9.0,2000-05-27
4619,3501,Try Again,8.0,2000-06-03
4620,3818,Try Again,6.0,2000-06-10
4621,4135,Try Again,1.0,2000-06-17
4622,4452,Try Again,2.0,2000-06-24
4623,4769,Try Again,2.0,2000-07-01
4624,5086,Try Again,2.0,2000-07-08
4625,5403,Try Again,2.0,2000-07-15
4626,5720,Try Again,3.0,2000-07-22
4627,6037,Try Again,4.0,2000-07-29
4628,6354,Try Again,5.0,2000-08-05
4629,6671,Try Again,5.0,2000-08-12
4630,6988,Try Again,6.0,2000-08-19
4631,7305,Try Again,9.0,2000-08-26
4632,7622,Try Again,13.0,2000-09-02
4633,7939,Try Again,14.0,2000-09-09
4634,8256,Try Again,16.0,2000-09-16
4635,8573,Try Again,23.0,2000-09-23
4636,8890,Try Again,22.0,2000-09-30
4637,9207,Try Again,33.0,2000-10-07
4638,9524,Try Again,36.0,2000-10-14
4639,9841,Try Again,43.0,2000-10-21
4640,218,U Don't Love Me,81.0,2000-03-04
4641,535,U Don't Love Me,64.0,2000-03-11
4642,852,U Don't Love Me,62.0,2000-03-18
4643,1169,U Don't Love Me,67.0,2000-03-25
4644,1486,U Don't Love Me,70.0,2000-04-01
4645,1803,U Don't Love Me,70.0,2000-04-08
4646,2120,U Don't Love Me,75.0,2000-04-15
4647,2437,U Don't Love Me,87.0,2000-04-22
4648,2754,U Don't Love Me,89.0,2000-04-29
4649,3071,U Don't Love Me,100.0,2000-05-06
4650,281,U Understand,85.0,2000-02-05
4651,598,U Understand,83.0,2000-02-12
4652,915,U Understand,100.0,2000-02-19
4653,1232,U Understand,98.0,2000-02-26
4654,1549,U Understand,97.0,2000-03-04
4655,1866,U Understand,96.0,2000-03-11
4656,172,Unconditional,97.0,2000-03-25
4657,489,Unconditional,97.0,2000-04-01
4658,806,Unconditional,97.0,2000-04-08
4659,1123,Unconditional,90.0,2000-04-15
4660,1440,Unconditional,83.0,2000-04-22
4661,1757,Unconditional,78.0,2000-04-29
4662,2074,Unconditional,74.0,2000-05-06
4663,2391,Unconditional,69.0,2000-05-13
4664,2708,Unconditional,60.0,2000-05-20
4665,3025,Unconditional,56.0,2000-05-27
4666,3342,Unconditional,54.0,2000-06-03
4667,3659,Unconditional,50.0,2000-06-10
4668,3976,Unconditional,49.0,2000-06-17
4669,4293,Unconditional,55.0,2000-06-24
4670,4610,Unconditional,52.0,2000-07-01
4671,4927,Unconditional,51.0,2000-07-08
4672,5244,Unconditional,51.0,2000-07-15
4673,5561,Unconditional,62.0,2000-07-22
4674,5878,Unconditional,63.0,2000-07-29
4675,6195,Unconditional,83.0,2000-08-05
4676,100,Untitled (How Does It Feel),77.0,2000-01-22
4677,417,Untitled (How Does It Feel),56.0,2000-01-29
4678,734,Untitled (How Does It Feel),35.0,2000-02-05
4679,1051,Untitled (How Does It Feel),26.0,2000-02-12
4680,1368,Untitled (How Does It Feel),25.0,2000-02-19
4681,1685,Untitled (How Does It Feel),25.0,2000-02-26
4682,2002,Untitled (How Does It Feel),28.0,2000-03-04
4683,2319,Untitled (How Does It Feel),28.0,2000-03-11
4684,2636,Untitled (How Does It Feel),31.0,2000-03-18
4685,2953,Untitled (How Does It Feel),35.0,2000-03-25
4686,3270,Untitled (How Does It Feel),39.0,2000-04-01
4687,3587,Untitled (How Does It Feel),44.0,2000-04-08
4688,3904,Untitled (How Does It Feel),51.0,2000-04-15
4689,4221,Untitled (How Does It Feel),60.0,2000-04-22
4690,4538,Untitled (How Does It Feel),73.0,2000-04-29
4691,4855,Untitled (How Does It Feel),79.0,2000-05-06
4692,5172,Untitled (How Does It Feel),94.0,2000-05-13
4693,119,We Danced,71.0,2000-10-14
4694,436,We Danced,68.0,2000-10-21
4695,753,We Danced,52.0,2000-10-28
4696,1070,We Danced,52.0,2000-11-04
4697,1387,We Danced,45.0,2000-11-11
4698,1704,We Danced,42.0,2000-11-18
4699,2021,We Danced,39.0,2000-11-25
4700,2338,We Danced,34.0,2000-12-02
4701,2655,We Danced,34.0,2000-12-09
4702,2972,We Danced,29.0,2000-12-16
4703,3289,We Danced,36.0,2000-12-23
4704,3606,We Danced,42.0,2000-12-30
4705,3923,We Danced,55.0,2001-01-06
4706,4240,We Danced,53.0,2001-01-13
4707,4557,We Danced,57.0,2001-01-20
4708,4874,We Danced,64.0,2001-01-27
4709,5191,We Danced,72.0,2001-02-03
4710,5508,We Danced,84.0,2001-02-10
4711,5825,We Danced,83.0,2001-02-17
4712,6142,We Danced,86.0,2001-02-24
4713,284,West Side Story,96.0,2000-08-05
4714,601,West Side Story,84.0,2000-08-12
4715,918,West Side Story,88.0,2000-08-19
4716,1235,West Side Story,96.0,2000-08-26
4717,11,What A Girl Wants,71.0,1999-11-27
